distance,current_time,weather,season,traffic,estimate_deliver_time
8.95,710,rainy,summer,94,84
4.91,172,sunny,winter,71,31
9.34,586,cloudy,fall,77,67
2.56,492,sunny,winter,76,17
9.78,1418,windy,summer,52,46
7.69,574,sunny,winter,70,48
3.95,910,windy,summer,14,4
1.41,439,windy,fall,98,12
5.57,406,sunny,spring,76,37
2.79,1029,cloudy,fall,65,17
9.42,1084,cloudy,fall,99,92
9.76,1229,windy,spring,50,44
9.0,843,sunny,fall,42,34
6.23,1290,cloudy,summer,94,55
7.81,436,cloudy,winter,8,6
6.01,170,sunny,fall,87,46
7.76,66,cloudy,winter,73,54
7.86,1174,sunny,spring,73,51
1.77,1048,rainy,summer,51,8
0.81,1406,rainy,spring,41,3
5.26,934,rainy,winter,41,20
4.77,1357,sunny,summer,3,1
5.62,432,windy,summer,35,18
7.35,913,windy,summer,59,39
7.13,1437,windy,summer,49,31
3.61,1014,sunny,spring,88,28
3.37,170,sunny,spring,88,26
6.78,1089,rainy,winter,87,58
7.37,1156,rainy,fall,72,52
2.91,1269,rainy,winter,90,24
3.81,344,sunny,winter,100,34
8.83,1115,sunny,summer,93,78
8.56,667,sunny,fall,55,42
4.18,1185,cloudy,spring,54,21
3.19,938,cloudy,fall,50,15
8.35,533,windy,fall,8,6
4.1,492,rainy,summer,43,16
8.92,1137,rainy,fall,65,57
3.51,1077,sunny,spring,36,12
0.66,573,cloudy,summer,72,4
3.89,389,cloudy,winter,70,25
2.05,1390,sunny,winter,25,4
4.48,216,windy,fall,97,39
9.64,587,windy,fall,79,69
6.99,192,sunny,summer,80,50
4.21,401,cloudy,spring,10,4
8.91,1172,rainy,spring,60,50
2.76,532,windy,fall,69,17
2.68,843,cloudy,summer,66,16
6.29,1245,sunny,spring,41,23
3.98,985,cloudy,winter,96,36
4.9,1203,sunny,spring,26,11
2.79,1429,cloudy,winter,74,19
3.22,272,sunny,spring,20,6
5.4,1002,sunny,spring,22,10
8.51,1292,windy,winter,42,32
3.44,686,sunny,winter,91,28
9.51,54,cloudy,spring,90,81
9.68,274,windy,winter,11,9
6.12,1196,rainy,spring,19,10
7.45,354,rainy,summer,60,42
5.9,156,sunny,winter,27,14
2.59,1123,windy,spring,82,20
9.09,615,windy,spring,65,53
6.5,1282,sunny,spring,25,14
1.43,23,cloudy,fall,27,3
9.94,131,rainy,spring,86,81
4.33,873,rainy,spring,13,5
9.55,1011,sunny,spring,11,9
0.29,1329,rainy,summer,92,2
2.79,1000,cloudy,winter,62,16
6.58,776,cloudy,summer,67,43
4.83,591,sunny,winter,53,23
9.68,737,rainy,fall,37,35
0.74,976,sunny,summer,43,3
6.9,1357,rainy,spring,42,27
9.94,485,sunny,summer,20,18
7.9,103,windy,summer,35,25
7.63,102,cloudy,fall,5,3
3.58,666,cloudy,spring,50,16
6.74,934,cloudy,spring,13,8
6.31,694,cloudy,summer,61,38
2.79,115,windy,spring,63,15
0.48,203,rainy,summer,6,0
4.12,1146,windy,winter,72,28
5.75,1380,cloudy,spring,58,31
2.93,917,windy,spring,83,22
4.89,940,cloudy,summer,45,21
1.04,719,rainy,summer,87,9
4.3,1407,windy,winter,28,10
2.65,160,cloudy,winter,44,10
8.4,1060,windy,spring,83,66
7.3,290,rainy,spring,57,39
4.98,1168,sunny,winter,33,15
5.36,1333,rainy,summer,88,45
5.09,111,cloudy,fall,91,43
2.39,1334,sunny,spring,22,4
8.88,792,sunny,fall,69,55
2.93,737,cloudy,summer,7,1
9.53,786,cloudy,winter,81,73
0.46,558,rainy,summer,23,1
7.72,557,windy,spring,100,69
4.74,510,sunny,summer,48,20
6.89,1034,rainy,spring,49,31
1.39,524,windy,summer,99,12
3.18,80,cloudy,summer,22,6
3.79,943,sunny,spring,17,6
6.45,498,windy,winter,92,54
1.1,1252,sunny,summer,59,6
0.94,426,windy,summer,70,6
2.95,47,sunny,summer,80,21
8.07,1062,sunny,spring,71,54
5.12,1127,sunny,summer,1,0
5.3,411,sunny,winter,58,27
8.21,414,windy,summer,20,15
2.83,217,cloudy,fall,4,1
0.38,662,windy,summer,14,0
5.9,1419,cloudy,fall,37,20
6.14,868,cloudy,fall,21,12
1.74,1333,windy,spring,91,14
0.27,191,cloudy,fall,62,1
5.97,1141,rainy,spring,76,45
4.9,1245,rainy,summer,67,31
8.27,76,windy,spring,81,60
9.86,910,cloudy,fall,72,67
8.15,971,rainy,winter,69,53
5.77,282,sunny,fall,59,30
2.93,471,cloudy,summer,13,3
0.57,407,rainy,fall,23,1
5.34,1113,sunny,spring,62,31
8.22,1086,rainy,winter,80,65
2.62,692,rainy,summer,12,3
9.71,346,rainy,summer,27,24
6.66,459,cloudy,fall,72,45
9.71,1251,windy,summer,49,43
8.13,1213,sunny,fall,11,7
1.16,416,cloudy,spring,90,9
6.52,790,sunny,winter,52,30
9.27,1403,windy,fall,76,63
0.33,1048,rainy,winter,94,3
9.43,539,rainy,fall,21,18
3.41,708,sunny,summer,83,27
0.38,172,cloudy,spring,80,3
4.63,223,windy,winter,63,26
6.75,1078,sunny,spring,68,43
6.27,437,windy,fall,85,48
5.96,324,rainy,winter,76,43
2.19,1322,rainy,fall,94,19
7.05,843,sunny,winter,38,24
4.58,320,cloudy,summer,32,13
5.32,638,cloudy,summer,37,18
0.22,689,sunny,fall,75,1
9.13,779,sunny,winter,10,8
0.24,229,windy,winter,50,1
7.65,441,windy,winter,90,62
2.97,483,sunny,spring,23,6
3.32,136,rainy,fall,85,26
6.95,1000,cloudy,summer,68,45
1.63,804,rainy,winter,21,3
6.07,11,sunny,winter,30,16
0.16,443,cloudy,summer,36,0
9.62,428,rainy,fall,24,21
0.8,86,windy,spring,59,4
1.3,16,rainy,spring,78,9
8.59,46,rainy,summer,5,4
3.97,344,sunny,winter,90,32
0.74,7,sunny,summer,22,1
0.67,417,sunny,summer,44,2
0.2,1036,windy,fall,60,1
1.06,45,cloudy,winter,37,3
3.65,1256,windy,summer,100,33
5.2,1367,windy,fall,87,40
1.88,1122,cloudy,spring,35,6
0.68,1218,windy,winter,29,1
1.35,392,rainy,fall,66,8
4.11,1314,sunny,spring,22,8
8.45,1170,windy,summer,18,14
2.42,1326,windy,spring,58,12
6.18,1386,sunny,winter,39,21
1.46,1391,rainy,summer,39,5
9.33,657,sunny,winter,52,43
7.59,714,sunny,fall,32,22
2.66,368,cloudy,winter,45,11
1.81,114,sunny,winter,6,1
0.89,664,sunny,summer,40,3
0.29,880,rainy,winter,10,0
7.51,1028,sunny,winter,34,22
8.14,510,sunny,fall,61,44
8.24,1372,windy,winter,82,61
7.89,554,cloudy,summer,77,57
3.35,461,windy,fall,81,24
3.13,977,windy,fall,61,17
2.84,1001,cloudy,winter,83,22
7.62,118,sunny,spring,68,46
9.09,1166,windy,spring,88,76
2.35,1137,rainy,spring,59,13
8.44,296,cloudy,fall,60,48
1.82,946,windy,fall,25,4
6.92,619,sunny,spring,42,26
2.06,144,sunny,winter,97,18
1.28,1360,rainy,spring,23,3
9.94,527,windy,fall,15,13
9.69,12,cloudy,winter,77,70
5.91,861,rainy,spring,94,52
4.0,1364,windy,summer,56,20
4.08,441,cloudy,winter,17,6
5.16,37,sunny,summer,50,23
7.08,474,rainy,summer,100,67
7.16,760,cloudy,winter,33,23
4.21,1008,rainy,spring,6,2
10.0,1133,sunny,summer,10,9
0.84,346,cloudy,spring,95,7
3.21,654,sunny,summer,52,15
5.02,319,sunny,spring,22,10
8.84,1092,rainy,summer,65,57
2.78,1078,windy,fall,14,3
1.05,478,rainy,spring,71,7
4.0,579,windy,spring,24,8
4.05,127,sunny,fall,64,23
3.52,826,rainy,spring,9,3
9.69,1388,sunny,fall,3,2
2.49,884,rainy,spring,20,4
7.58,279,rainy,spring,66,47
0.3,742,rainy,fall,43,1
4.47,528,windy,fall,27,10
7.17,1106,rainy,fall,100,71
6.41,120,cloudy,spring,19,11
4.94,404,cloudy,summer,29,13
0.82,1434,rainy,winter,52,4
3.3,1416,windy,winter,32,9
3.36,374,rainy,spring,27,8
7.55,158,cloudy,fall,87,61
3.7,74,sunny,summer,72,24
4.86,708,sunny,spring,55,25
5.48,44,windy,fall,28,13
5.4,866,sunny,summer,18,9
8.63,57,rainy,winter,13,10
8.86,944,windy,spring,49,39
4.54,681,rainy,summer,30,13
1.93,362,sunny,fall,34,6
2.25,147,rainy,winter,14,3
3.06,134,cloudy,summer,52,15
3.32,1263,windy,fall,64,19
5.69,673,rainy,spring,11,6
7.12,637,cloudy,summer,2,1
8.78,823,rainy,summer,84,70
5.15,996,rainy,fall,90,43
10.0,93,rainy,summer,96,91
8.77,819,cloudy,spring,5,4
6.84,1226,sunny,fall,9,5
2.45,239,windy,winter,71,15
1.23,320,sunny,summer,41,4
5.27,523,windy,summer,62,30
1.66,489,sunny,summer,4,0
6.72,967,sunny,summer,94,57
9.16,1074,rainy,winter,21,19
0.31,638,cloudy,spring,26,0
2.7,382,rainy,summer,4,1
9.93,996,sunny,winter,9,7
8.46,1071,rainy,fall,56,46
2.86,733,rainy,winter,23,6
1.7,88,cloudy,fall,25,4
8.71,367,rainy,summer,40,33
2.27,568,rainy,spring,28,6
8.19,1012,cloudy,summer,22,17
3.22,276,cloudy,winter,33,10
8.07,516,sunny,summer,48,34
3.05,1059,sunny,spring,93,27
8.93,1081,windy,spring,51,43
9.36,124,rainy,fall,77,68
0.99,976,windy,fall,5,0
4.29,895,cloudy,fall,49,19
7.47,313,cloudy,spring,45,31
5.07,1044,windy,winter,46,21
4.65,1382,cloudy,spring,93,40
5.15,226,cloudy,spring,99,48
2.22,1367,windy,spring,4,0
5.19,576,cloudy,fall,51,25
0.98,653,windy,spring,1,0
0.87,239,windy,winter,25,1
0.78,161,windy,winter,50,3
3.53,1252,windy,summer,77,24
8.78,888,cloudy,winter,94,78
8.57,47,sunny,summer,21,16
2.03,643,rainy,spring,6,1
6.89,76,cloudy,spring,44,28
6.46,25,sunny,summer,2,1
6.2,762,cloudy,fall,66,40
8.04,462,windy,winter,75,54
4.22,413,windy,spring,66,25
3.61,310,cloudy,summer,78,27
0.47,1005,windy,spring,14,0
0.02,911,sunny,winter,5,0
1.28,887,rainy,summer,85,10
1.78,1109,windy,spring,10,1
9.89,582,rainy,fall,13,12
8.52,107,rainy,summer,43,34
5.72,806,cloudy,spring,14,7
8.96,1296,cloudy,spring,34,28
8.82,311,sunny,spring,85,67
7.19,649,cloudy,spring,73,49
0.28,451,rainy,summer,96,2
0.8,238,cloudy,summer,63,4
6.64,1435,rainy,summer,32,20
5.3,120,cloudy,fall,9,4
4.78,1353,sunny,winter,1,0
5.04,593,cloudy,summer,96,46
6.9,371,cloudy,winter,85,55
3.15,912,rainy,fall,84,25
2.53,985,cloudy,winter,53,12
3.71,547,rainy,summer,75,26
8.19,1264,sunny,summer,74,54
9.86,1047,sunny,spring,94,83
2.48,802,sunny,winter,6,1
7.29,1231,rainy,winter,91,63
7.82,479,sunny,winter,45,31
9.5,448,sunny,winter,71,61
2.02,357,rainy,winter,81,15
0.87,119,windy,winter,69,5
8.07,938,rainy,summer,68,52
0.72,266,sunny,fall,57,3
4.17,864,windy,fall,84,31
0.26,1293,sunny,winter,18,0
5.21,239,cloudy,fall,30,15
3.95,1381,cloudy,summer,88,33
7.59,848,windy,summer,79,54
6.11,286,windy,summer,67,37
0.5,242,cloudy,summer,15,0
4.74,99,windy,winter,78,33
8.45,1224,sunny,spring,22,16
4.33,338,windy,spring,1,0
8.55,421,rainy,fall,86,69
8.79,704,rainy,summer,98,85
0.94,671,rainy,fall,69,6
4.8,1397,sunny,fall,70,30
0.22,131,windy,summer,70,1
9.73,1000,sunny,winter,91,79
1.12,602,windy,winter,36,3
1.28,623,windy,spring,48,5
5.46,551,sunny,spring,4,1
3.08,1151,cloudy,spring,20,6
0.55,1244,windy,summer,39,1
8.65,905,sunny,summer,23,18
2.56,273,windy,spring,61,14
3.71,99,cloudy,spring,8,3
0.48,1230,windy,fall,61,2
6.9,337,sunny,winter,68,42
9.36,17,sunny,spring,32,27
8.06,55,cloudy,spring,75,57
8.46,909,cloudy,winter,10,7
0.57,1105,rainy,fall,23,1
1.15,787,rainy,winter,57,6
5.69,1216,rainy,summer,93,50
1.61,159,windy,spring,99,14
1.24,296,sunny,fall,93,10
6.79,52,sunny,spring,66,40
2.58,585,windy,fall,94,22
5.38,990,cloudy,winter,77,39
3.9,1239,sunny,fall,76,26
9.37,762,sunny,summer,51,45
0.36,277,rainy,summer,89,3
3.0,652,cloudy,winter,31,9
7.95,712,sunny,fall,43,32
6.51,115,rainy,spring,42,25
1.71,1075,sunny,summer,69,11
7.52,1141,cloudy,fall,75,55
4.14,644,cloudy,spring,57,22
8.28,724,windy,spring,22,17
5.54,748,windy,fall,10,5
3.21,705,sunny,fall,95,28
8.09,434,windy,summer,68,49
1.96,757,sunny,summer,89,16
3.24,39,rainy,summer,40,12
5.03,508,sunny,summer,10,4
5.74,1186,windy,spring,77,40
9.06,999,windy,spring,14,11
5.5,1336,cloudy,winter,21,10
9.24,839,rainy,summer,64,56
8.68,1036,rainy,summer,91,75
8.25,1412,windy,summer,86,64
7.08,354,windy,winter,39,25
6.22,191,cloudy,spring,57,33
1.58,273,windy,fall,27,3
2.13,663,sunny,spring,85,16
0.25,761,sunny,summer,52,1
0.61,1221,windy,spring,100,5
1.82,1410,cloudy,winter,98,16
3.48,830,rainy,winter,18,6
4.91,829,windy,winter,89,39
0.81,258,sunny,fall,88,6
9.28,725,windy,winter,20,18
5.62,476,windy,fall,52,26
9.22,653,cloudy,summer,47,41
2.51,821,cloudy,spring,80,19
4.06,19,rainy,fall,36,13
1.57,1021,sunny,fall,15,2
5.65,641,windy,fall,35,18
3.67,1351,sunny,winter,56,18
1.63,597,windy,winter,18,2
8.72,461,rainy,spring,85,70
1.3,502,cloudy,fall,55,6
1.04,862,rainy,winter,98,9
4.68,1314,sunny,fall,69,28
1.32,437,rainy,summer,28,3
6.14,49,windy,summer,43,24
0.3,1434,cloudy,spring,18,0
6.23,464,windy,winter,46,25
3.61,465,sunny,summer,62,20
7.87,1341,windy,spring,79,56
1.42,221,rainy,spring,24,3
9.39,1208,rainy,spring,17,15
3.47,1183,sunny,summer,42,13
8.77,488,cloudy,summer,55,45
7.99,516,windy,winter,79,57
7.71,1316,sunny,winter,83,57
1.49,253,cloudy,summer,80,11
5.52,856,rainy,winter,3,1
9.3,1416,windy,fall,3,2
3.33,414,windy,summer,27,8
3.93,973,cloudy,fall,79,29
8.53,1020,windy,summer,35,27
1.36,803,windy,fall,43,5
1.44,258,windy,fall,84,10
7.61,403,rainy,fall,49,35
0.54,1414,cloudy,winter,24,1
3.74,440,sunny,winter,32,10
9.67,1066,windy,winter,19,17
8.54,380,sunny,spring,79,60
6.48,725,windy,summer,44,27
8.05,1340,rainy,spring,31,23
8.18,96,windy,winter,81,60
6.79,761,sunny,spring,59,37
5.34,905,sunny,winter,61,29
3.38,1292,cloudy,summer,41,13
6.36,4,sunny,winter,8,4
0.51,1089,rainy,spring,94,4
3.73,317,sunny,spring,48,16
9.97,173,sunny,fall,53,47
8.97,1112,sunny,summer,72,61
3.16,857,sunny,summer,60,17
0.79,842,windy,summer,38,3
8.22,842,windy,spring,19,14
7.14,1288,cloudy,winter,55,37
6.31,224,windy,spring,85,48
1.93,946,sunny,summer,19,3
7.75,807,sunny,fall,49,34
2.44,448,sunny,summer,4,0
9.36,574,cloudy,fall,19,16
7.27,725,windy,winter,41,28
3.9,894,windy,fall,88,31
7.84,353,rainy,spring,95,70
1.76,316,sunny,spring,99,15
9.48,119,windy,summer,62,53
7.18,122,rainy,winter,69,46
3.62,1399,cloudy,summer,19,6
2.7,508,rainy,summer,3,0
4.9,785,cloudy,fall,12,5
4.03,683,cloudy,winter,58,22
3.83,97,sunny,fall,17,6
6.77,388,cloudy,spring,65,41
6.51,310,windy,summer,4,2
3.6,334,cloudy,summer,60,20
7.92,19,cloudy,winter,29,21
7.61,1320,windy,summer,33,22
0.31,41,cloudy,fall,7,0
7.13,817,sunny,fall,26,16
0.59,460,windy,fall,73,3
7.33,1280,windy,summer,46,30
5.9,573,sunny,spring,100,53
3.19,326,cloudy,winter,74,22
0.36,439,sunny,spring,22,0
1.51,847,cloudy,winter,69,9
8.22,446,sunny,winter,37,27
0.75,540,rainy,spring,41,3
1.64,229,rainy,winter,59,9
5.71,918,sunny,summer,98,50
9.21,1210,sunny,winter,25,21
0.24,183,rainy,fall,43,1
9.73,531,rainy,summer,94,87
1.42,1325,sunny,fall,15,1
9.02,1179,windy,winter,65,53
3.96,183,sunny,summer,10,3
9.21,507,windy,winter,86,72
9.47,128,windy,fall,32,27
0.44,645,windy,summer,22,0
5.68,1028,sunny,summer,75,38
6.98,284,windy,spring,49,31
5.73,341,rainy,spring,34,18
5.7,498,rainy,fall,34,18
5.64,1242,windy,spring,6,3
2.94,1187,sunny,fall,94,24
3.67,368,rainy,spring,37,12
5.86,1010,cloudy,spring,10,5
0.37,49,sunny,fall,48,1
0.79,1166,sunny,fall,85,6
2.99,265,rainy,spring,73,20
7.16,1039,sunny,fall,82,52
9.81,135,windy,spring,24,21
5.53,516,rainy,winter,68,36
1.35,1173,rainy,fall,40,5
5.11,1229,rainy,spring,6,3
8.44,419,cloudy,winter,8,6
2.48,1199,rainy,summer,40,9
6.09,292,rainy,fall,85,49
2.43,609,cloudy,winter,16,3
0.91,1024,sunny,spring,66,5
6.28,550,windy,summer,97,55
1.35,907,windy,winter,6,0
4.29,612,cloudy,spring,83,33
5.31,106,sunny,spring,97,46
3.6,1192,rainy,summer,33,11
5.85,552,sunny,spring,70,36
6.39,500,sunny,spring,4,2
8.44,87,cloudy,spring,17,13
4.36,798,windy,spring,62,24
5.11,855,cloudy,winter,13,6
3.9,1023,rainy,winter,55,20
5.15,265,cloudy,spring,4,1
0.78,864,windy,winter,41,3
2.0,689,sunny,winter,76,13
5.35,12,rainy,fall,41,21
2.91,519,windy,fall,97,25
0.8,1093,windy,spring,87,6
1.8,310,cloudy,summer,90,15
8.22,692,cloudy,winter,2,1
3.07,537,rainy,fall,77,22
5.22,739,windy,fall,62,30
3.0,567,rainy,fall,27,7
2.32,1198,sunny,summer,75,15
7.14,359,rainy,fall,22,15
2.91,1394,windy,winter,89,23
9.51,576,rainy,spring,64,57
2.27,337,windy,spring,71,14
4.38,1211,windy,spring,49,19
1.13,1138,cloudy,winter,44,4
3.88,1087,sunny,winter,73,27
1.19,636,sunny,spring,23,2
0.08,388,sunny,winter,93,0
3.14,207,rainy,winter,69,20
2.24,1384,rainy,winter,53,11
3.03,442,sunny,fall,88,24
1.73,1260,sunny,spring,81,12
8.43,1203,rainy,winter,55,43
0.45,1018,rainy,winter,60,2
8.45,171,rainy,spring,48,38
3.16,1299,windy,fall,6,1
7.55,1216,sunny,summer,71,48
9.03,125,cloudy,fall,98,83
4.86,151,rainy,fall,8,3
8.06,1174,windy,spring,65,47
9.71,205,rainy,summer,90,82
4.39,224,rainy,winter,57,24
2.67,452,sunny,fall,37,9
4.61,230,sunny,winter,64,26
6.1,1276,sunny,summer,48,26
3.64,601,rainy,fall,26,9
5.81,236,windy,summer,42,22
8.44,356,cloudy,fall,41,33
3.54,392,rainy,winter,62,21
1.13,1083,windy,summer,30,3
4.31,32,windy,winter,79,31
8.13,989,sunny,summer,9,6
4.92,1190,sunny,spring,19,8
7.35,946,sunny,fall,25,16
0.76,419,rainy,fall,69,4
8.82,1098,rainy,winter,34,30
1.96,637,rainy,summer,79,15
3.72,1330,sunny,spring,98,33
0.58,706,sunny,spring,62,3
4.29,355,cloudy,winter,90,36
3.26,1,windy,spring,37,10
7.26,778,sunny,summer,26,18
9.0,425,sunny,spring,63,51
6.1,849,cloudy,winter,67,39
1.51,795,rainy,winter,38,5
9.26,19,rainy,summer,91,79
7.59,848,windy,summer,13,9
0.25,1076,rainy,winter,31,0
3.95,605,sunny,fall,20,7
5.89,885,sunny,summer,67,35
2.11,97,windy,summer,32,6
6.25,538,rainy,winter,93,55
8.84,512,sunny,summer,74,59
2.37,559,rainy,summer,80,18
9.01,101,cloudy,spring,75,63
1.35,342,sunny,winter,55,6
5.61,224,cloudy,summer,100,53
1.95,294,windy,fall,19,3
7.96,760,rainy,summer,25,19
4.47,1272,cloudy,winter,4,1
1.01,1058,windy,spring,100,9
3.03,813,windy,spring,73,19
4.97,776,cloudy,spring,9,4
4.9,372,rainy,fall,74,34
6.75,390,sunny,winter,38,23
0.66,854,rainy,winter,86,5
5.75,1197,rainy,summer,91,49
4.06,1124,sunny,spring,8,3
8.38,1063,windy,spring,12,9
3.72,1404,rainy,spring,3,1
2.82,193,sunny,fall,13,3
2.75,823,windy,spring,74,18
4.16,1214,windy,fall,59,22
6.38,802,sunny,spring,46,26
5.39,1109,cloudy,summer,59,31
2.16,950,sunny,summer,99,19
1.05,1227,rainy,fall,55,5
6.29,1273,rainy,winter,27,16
9.81,108,rainy,fall,28,25
0.23,1181,rainy,winter,57,1
7.77,747,windy,spring,69,51
7.1,743,windy,summer,29,19
9.59,377,sunny,spring,19,16
9.52,688,sunny,spring,51,43
1.65,642,cloudy,summer,61,9
3.42,786,rainy,fall,66,21
9.43,1216,sunny,spring,58,49
0.21,146,rainy,winter,21,0
2.71,943,sunny,winter,45,10
9.99,1125,cloudy,winter,42,42
3.34,685,sunny,fall,7,2
1.08,1016,cloudy,fall,57,6
4.18,106,rainy,winter,44,17
4.49,1323,rainy,spring,44,18
3.03,1110,cloudy,summer,1,0
4.61,379,rainy,summer,92,40
0.19,271,cloudy,spring,81,1
7.05,500,cloudy,winter,46,30
5.92,636,rainy,winter,42,23
3.56,21,rainy,spring,58,19
6.8,1262,windy,summer,77,47
8.46,582,cloudy,summer,1,0
6.96,722,rainy,winter,42,29
8.47,1153,sunny,winter,64,51
7.35,469,cloudy,summer,45,31
0.14,1307,rainy,winter,42,0
9.8,446,cloudy,fall,9,8
6.82,829,windy,winter,77,48
7.2,289,cloudy,spring,31,21
9.72,1055,sunny,winter,12,10
4.89,1167,sunny,winter,51,23
8.68,1413,windy,spring,38,30
4.26,102,sunny,fall,72,27
1.79,1262,sunny,summer,46,7
9.14,116,cloudy,winter,100,87
5.12,1034,windy,spring,87,40
5.02,1002,rainy,summer,30,14
5.7,1196,cloudy,summer,80,43
0.7,866,rainy,summer,53,3
3.15,267,cloudy,spring,47,13
7.4,1221,windy,summer,68,45
2.52,513,windy,winter,99,22
8.09,1162,windy,fall,99,76
6.26,273,sunny,winter,70,39
3.9,12,windy,spring,88,31
1.83,604,sunny,spring,23,3
9.38,808,sunny,winter,84,71
3.67,1322,cloudy,spring,55,19
9.94,1104,cloudy,spring,44,43
4.87,144,sunny,fall,25,10
9.95,892,rainy,fall,45,42
1.32,818,rainy,summer,94,12
9.82,529,windy,spring,21,18
3.3,861,windy,summer,47,13
8.74,1009,rainy,summer,7,6
2.57,405,cloudy,fall,10,2
2.39,58,cloudy,spring,29,6
1.64,38,windy,spring,9,1
1.04,376,cloudy,fall,46,4
0.19,108,sunny,spring,29,0
6.93,58,windy,fall,15,9
7.0,550,cloudy,spring,1,0
4.42,177,sunny,fall,7,3
2.55,482,sunny,spring,38,9
3.19,550,rainy,summer,89,27
1.0,1317,rainy,summer,85,7
1.36,112,cloudy,fall,19,2
4.51,107,sunny,spring,94,38
4.34,600,windy,winter,55,21
4.61,1114,sunny,fall,88,38
8.71,752,sunny,summer,71,58
3.84,80,windy,spring,17,6
5.0,322,windy,winter,13,6
1.19,1263,rainy,winter,82,9
2.7,449,cloudy,spring,46,12
1.9,291,sunny,winter,78,13
0.42,1362,windy,fall,59,2
4.36,415,windy,spring,34,13
9.55,821,cloudy,summer,79,71
4.07,576,sunny,fall,48,17
5.72,361,rainy,summer,69,37
1.79,671,windy,fall,10,1
9.4,997,rainy,fall,99,88
2.36,494,windy,summer,32,6
5.72,1095,rainy,winter,45,25
0.03,434,sunny,summer,82,0
5.33,902,rainy,fall,33,16
0.39,1211,windy,winter,26,1
2.74,558,cloudy,fall,18,4
7.54,1028,sunny,winter,72,49
7.6,1169,sunny,fall,16,11
3.96,1068,rainy,summer,61,24
4.54,681,windy,spring,1,0
9.46,962,cloudy,spring,87,78
8.81,416,sunny,fall,9,7
3.31,1273,sunny,fall,53,15
2.9,20,rainy,fall,30,8
2.82,883,windy,spring,8,1
8.06,595,windy,fall,47,34
7.75,1181,windy,winter,97,68
1.89,50,cloudy,spring,86,15
7.51,906,sunny,winter,98,66
3.39,130,sunny,spring,89,27
8.5,437,sunny,spring,45,34
3.32,257,rainy,winter,10,3
2.22,276,sunny,fall,74,15
5.89,364,sunny,summer,13,7
1.12,845,cloudy,winter,18,1
1.25,870,sunny,winter,52,6
3.38,1006,rainy,fall,28,9
2.3,1193,sunny,spring,54,11
1.1,355,windy,spring,6,0
0.61,1340,windy,spring,43,2
5.55,443,sunny,summer,93,46
1.34,814,rainy,spring,26,3
5.07,1225,windy,spring,12,5
7.11,575,sunny,fall,65,41
6.53,1000,cloudy,spring,40,24
4.23,488,windy,summer,40,15
2.47,215,cloudy,fall,50,11
1.92,861,windy,fall,41,7
6.56,697,cloudy,fall,54,35
3.81,1066,sunny,spring,55,19
2.14,132,rainy,summer,36,7
1.96,810,sunny,fall,88,15
8.43,978,windy,winter,98,75
5.21,277,rainy,winter,92,45
6.24,701,rainy,summer,96,60
1.11,309,rainy,spring,87,9
1.51,325,windy,winter,94,13
4.15,960,windy,spring,75,28
0.43,268,cloudy,spring,98,4
1.21,227,rainy,summer,3,0
1.01,673,cloudy,fall,75,7
8.28,1061,cloudy,summer,72,59
5.21,703,rainy,winter,36,18
8.48,814,cloudy,winter,78,63
2.0,115,sunny,fall,94,16
4.33,1059,cloudy,spring,60,25
0.44,1345,rainy,winter,5,0
4.03,1413,windy,spring,16,6
8.86,723,rainy,fall,37,32
6.02,734,rainy,summer,53,31
6.93,211,sunny,fall,31,19
0.97,580,cloudy,winter,45,4
7.38,330,cloudy,spring,32,22
6.14,1208,sunny,winter,82,45
6.65,1271,rainy,fall,22,13
6.06,386,cloudy,spring,79,45
9.17,1379,rainy,spring,53,46
7.72,1416,cloudy,winter,41,30
9.43,1084,sunny,spring,93,82
9.53,1406,sunny,fall,26,22
8.21,127,sunny,spring,8,6
2.85,86,windy,fall,4,1
8.79,157,cloudy,spring,88,73
7.88,1096,cloudy,winter,73,57
4.11,1257,windy,summer,9,3
8.28,1069,cloudy,fall,75,61
0.88,669,cloudy,winter,68,5
6.86,1119,rainy,summer,5,3
9.27,966,cloudy,fall,83,72
8.32,265,sunny,spring,43,32
9.94,1224,windy,summer,61,55
1.43,780,rainy,winter,82,11
5.88,1185,sunny,summer,60,31
9.08,720,windy,spring,4,3
1.69,469,windy,summer,31,4
1.69,68,cloudy,fall,25,4
0.76,1131,sunny,summer,22,1
7.59,191,cloudy,fall,72,51
6.73,342,rainy,spring,19,12
9.93,1201,sunny,spring,100,89
9.5,140,cloudy,winter,41,37
9.44,1387,windy,summer,79,67
6.94,464,windy,winter,84,52
2.37,822,rainy,winter,48,10
4.54,1394,rainy,fall,97,41
7.31,1424,sunny,spring,38,25
3.05,244,cloudy,fall,97,28
1.34,1203,windy,summer,64,7
3.64,1418,sunny,fall,98,32
5.52,1369,rainy,summer,63,33
2.3,1357,cloudy,winter,25,5
9.07,1054,rainy,winter,18,16
9.09,1311,sunny,summer,58,47
8.27,1372,sunny,summer,51,38
1.98,338,windy,winter,50,9
8.37,558,windy,winter,58,44
0.43,1117,windy,winter,65,2
2.4,712,cloudy,summer,51,12
8.42,140,cloudy,spring,42,33
5.02,1322,windy,spring,28,12
6.38,429,sunny,summer,46,26
9.01,304,rainy,fall,16,13
9.83,700,rainy,spring,78,76
9.12,1320,windy,fall,55,45
4.06,507,sunny,fall,74,27
